Teacher_ID,Course_ID,Semester,Student_Avg_Score,Teacher_Evaluation_Score,Attendance_Rate,Student_Feedback_Rating,Course_Completion_Rate,Interactive_Sessions_Percent,Assignments_On_Time_Percent,Teaching_Experience_Years,Research_Publications,Tech_Integration_Score,Teaching_Quality
T020,C108,2024-Spring,65.74,5.89,79.13,3.55,89.44,42.44,91.36,18,5,6.94,Good
T024,C131,2024-Fall,76.01,7.24,94.94,4.36,92.25,44.24,89.95,8,1,8.48,Good
T012,C121,2024-Spring,64.18,9.73,59.44,4.7,94.18,96.79,78.3,2,3,6.69,Good
T050,C117,2024-Spring,82.89,5.3,86.41,3.88,88.23,56.43,73.8,18,2,7.91,Good
T035,C123,2024-Fall,76.76,9.73,98.49,5.0,93.55,100.0,86.69,16,3,5.58,Excellent
T033,C137,2025-Spring,75.82,7.14,99.98,4.32,100.0,42.91,81.65,10,1,8.6,Good
T033,C116,2024-Spring,81.59,3.99,82.68,4.33,92.84,72.55,71.53,8,5,5.99,Good
T043,C106,2024-Spring,72.24,5.45,71.74,4.68,98.07,69.65,79.5,12,1,7.69,Good
T037,C108,2024-Spring,84.14,6.05,98.66,4.82,92.41,66.88,89.82,16,3,4.77,Good
T012,C125,2025-Spring,65.52,6.56,84.48,4.13,85.34,76.94,83.79,12,4,7.04,Good
T003,C118,2025-Spring,89.12,7.34,83.41,4.4,91.38,77.81,97.53,11,4,7.28,Good
T001,C125,2024-Fall,69.49,3.44,76.07,4.7,88.35,67.49,68.3,19,1,5.98,Average
T033,C112,2025-Spring,58.04,7.78,72.5,3.42,87.02,54.79,95.7,1,4,6.84,Good
T040,C115,2024-Fall,71.71,5.92,90.64,3.14,89.64,85.72,82.25,3,1,7.39,Good
T010,C126,2024-Fall,70.58,9.59,91.7,3.97,89.23,79.42,81.09,12,2,7.84,Good
T043,C141,2025-Spring,71.64,7.09,87.02,3.12,84.7,71.72,72.59,9,3,7.15,Good
T044,C145,2024-Fall,77.32,8.91,77.36,3.84,100.0,78.95,88.72,5,5,9.0,Good
T029,C126,2025-Spring,85.98,9.17,74.35,4.16,94.04,81.53,70.39,1,3,8.74,Good
T013,C147,2024-Fall,73.08,9.12,70.68,3.86,91.22,58.57,91.54,10,5,6.95,Good
T012,C132,2025-Spring,68.08,6.65,79.39,3.93,90.45,78.41,72.89,17,1,5.0,Good
T031,C110,2025-Spring,63.73,6.63,74.94,3.5,96.01,61.7,74.15,4,2,6.27,Good
T046,C116,2024-Fall,70.32,7.16,67.91,4.39,100.0,82.03,75.47,15,2,3.66,Good
T002,C107,2024-Spring,56.12,8.45,91.51,3.47,93.43,67.11,79.27,19,4,6.73,Good
T050,C117,2024-Fall,67.75,6.73,71.81,2.95,90.61,79.18,92.54,8,1,9.1,Good
T035,C123,2025-Spring,87.44,7.32,94.84,3.9,97.36,63.49,97.03,15,2,8.19,Good
T023,C126,2024-Spring,66.77,7.91,88.94,4.46,90.71,79.96,80.1,7,1,7.13,Good
T017,C121,2024-Fall,81.29,6.14,87.94,4.04,92.18,55.32,84.63,15,2,5.91,Good
T026,C122,2024-Fall,62.74,6.05,100.0,3.42,95.01,70.54,88.92,8,4,7.18,Good
T008,C107,2024-Fall,92.71,7.26,72.14,4.05,88.07,84.71,82.37,10,1,10.0,Good
T029,C114,2024-Spring,93.38,7.46,93.74,4.22,79.62,77.01,88.61,18,8,9.23,Excellent
T026,C115,2025-Spring,80.91,8.15,82.02,4.05,87.82,72.88,84.97,4,6,6.77,Good
T010,C107,2024-Fall,94.91,8.51,100.0,3.87,93.87,97.05,82.97,15,4,4.78,Excellent
T026,C109,2024-Fall,78.56,5.85,81.19,4.24,93.51,85.35,73.64,11,4,10.0,Good
T034,C148,2024-Fall,82.69,6.28,79.58,3.13,96.71,82.83,86.19,3,2,5.91,Good
T041,C108,2024-Fall,87.62,6.04,89.26,3.55,88.02,79.87,92.67,15,3,7.8,Good
T007,C150,2024-Fall,76.8,9.62,82.91,3.35,97.9,81.74,78.77,3,5,4.66,Good
T004,C123,2025-Spring,59.48,7.32,77.42,4.67,90.93,94.86,69.25,15,3,6.52,Good
T050,C129,2025-Spring,82.89,7.52,75.3,4.36,93.02,63.73,82.44,6,3,4.66,Good
T045,C118,2024-Fall,70.28,7.59,99.58,4.09,94.52,85.14,97.08,1,1,5.26,Good
T011,C131,2024-Spring,71.02,6.43,73.37,3.27,83.09,75.35,94.7,14,3,5.61,Good
T029,C130,2025-Spring,77.98,9.85,87.23,4.37,84.98,64.25,80.36,16,3,7.72,Good
T036,C139,2024-Spring,80.66,8.12,95.56,4.69,84.81,68.5,88.64,1,3,6.86,Good
T025,C135,2025-Spring,76.5,7.56,96.04,4.29,95.36,73.29,89.91,17,3,10.0,Excellent
T021,C118,2024-Fall,81.36,5.84,78.98,3.98,88.47,57.1,96.92,8,2,8.7,Good
T036,C142,2025-Spring,67.93,5.76,82.94,4.32,100.0,82.96,72.6,18,3,8.73,Good
T010,C139,2024-Fall,74.57,7.04,81.0,4.14,90.02,68.46,76.45,16,3,7.76,Good
T037,C117,2025-Spring,83.49,6.45,69.65,4.46,82.64,71.27,68.92,6,5,7.41,Good
T009,C114,2024-Fall,92.73,5.9,90.38,4.45,86.64,90.36,79.57,10,1,8.78,Good
T024,C131,2024-Fall,96.26,6.94,85.39,3.89,90.59,71.95,93.53,10,3,3.43,Good
T035,C124,2024-Fall,79.33,7.18,99.41,3.67,92.58,93.29,80.52,5,5,6.07,Good
T049,C135,2024-Fall,83.4,7.71,76.77,3.8,85.08,62.13,74.53,12,2,4.96,Good
T035,C144,2024-Spring,94.82,6.74,95.89,4.27,92.84,53.54,86.81,17,2,4.17,Good
T048,C145,2024-Fall,68.29,5.99,96.59,3.83,94.18,65.65,87.02,14,2,5.85,Good
T036,C134,2024-Spring,81.3,6.04,85.47,3.62,86.8,27.78,76.86,14,3,5.28,Good
T018,C103,2024-Spring,82.68,9.32,63.29,4.0,99.85,83.59,80.95,3,1,8.79,Good
T049,C137,2024-Fall,89.48,5.62,79.87,4.55,87.34,54.42,86.2,12,2,7.14,Good
T039,C143,2024-Spring,63.63,8.04,100.0,4.07,85.0,60.73,90.97,18,1,3.99,Good
T032,C140,2025-Spring,65.61,8.28,87.97,3.86,82.35,80.74,79.81,12,2,7.47,Good
T024,C126,2024-Fall,75.21,7.32,91.93,4.16,96.1,71.79,78.66,2,2,5.48,Good
T023,C123,2024-Spring,78.78,10.0,84.11,4.04,90.11,63.39,100.0,2,2,7.09,Good
T032,C144,2024-Fall,86.23,8.25,82.77,3.03,87.6,39.45,82.81,17,3,7.59,Good
T037,C139,2024-Fall,80.18,10.0,66.33,4.35,82.63,89.51,87.0,10,2,5.87,Good
T012,C115,2024-Fall,73.49,6.52,92.95,4.2,88.05,80.85,90.19,18,1,7.33,Good
T049,C149,2024-Spring,79.16,6.55,95.8,4.01,100.0,100.0,70.7,19,4,7.6,Good
T013,C104,2025-Spring,78.01,8.29,75.49,4.53,79.28,61.05,84.85,1,3,6.75,Good
T023,C129,2025-Spring,92.45,7.11,83.21,4.61,86.84,48.18,71.83,4,3,5.92,Good
T025,C122,2024-Spring,76.66,10.0,81.86,4.4,98.96,84.92,83.95,4,1,7.0,Good
T035,C125,2024-Fall,71.17,8.01,89.2,3.57,96.24,67.18,95.98,2,7,6.79,Good
T041,C113,2024-Spring,79.5,5.93,79.56,3.59,87.15,79.42,77.01,19,5,7.47,Good
T030,C118,2024-Spring,76.98,4.89,94.31,4.56,91.02,94.3,71.67,12,1,6.6,Good
T017,C133,2024-Spring,59.29,7.38,85.71,3.06,92.31,75.82,100.0,10,5,5.21,Good
T049,C116,2024-Fall,74.84,7.37,59.51,3.93,90.67,72.51,75.82,13,3,6.75,Good
T020,C145,2024-Spring,73.99,7.97,89.43,4.22,98.92,73.45,73.01,15,7,7.49,Good
T048,C142,2024-Fall,69.56,9.32,94.96,3.12,91.7,45.44,97.95,3,2,7.28,Good
T025,C144,2024-Spring,85.36,9.12,73.48,4.12,95.68,86.62,75.51,13,2,6.83,Good
T022,C102,2025-Spring,67.14,6.63,89.09,4.48,90.91,87.58,98.16,8,2,6.27,Good
T013,C135,2024-Spring,79.56,5.56,100.0,3.26,79.84,77.96,87.19,7,3,6.19,Good
T019,C142,2024-Spring,73.52,5.65,86.12,4.83,84.04,47.27,95.27,8,3,6.35,Good
T049,C134,2025-Spring,76.08,6.39,96.42,3.5,85.08,68.18,86.49,18,2,8.61,Good
T036,C130,2024-Fall,79.12,6.95,80.58,4.29,88.75,91.58,93.64,9,2,5.58,Good
T012,C113,2024-Fall,61.92,7.96,84.82,3.96,100.0,61.51,77.65,6,1,7.14,Good
T041,C113,2024-Spring,76.92,6.3,82.95,4.03,91.81,87.76,80.09,4,4,5.11,Good
T019,C118,2025-Spring,97.89,7.92,81.13,3.36,89.47,70.83,68.08,15,8,8.15,Good
T012,C132,2024-Fall,59.43,8.04,83.52,4.63,96.19,80.69,92.77,5,5,6.2,Good
T009,C132,2024-Spring,74.42,7.72,68.69,4.16,82.74,63.82,88.36,5,3,5.76,Good
T007,C135,2025-Spring,86.23,5.81,81.69,4.81,87.55,71.27,76.94,7,4,7.32,Good
T028,C139,2024-Fall,78.02,8.2,98.38,3.37,86.81,76.55,71.01,9,3,3.31,Good
T014,C146,2024-Fall,81.88,10.0,75.36,3.91,91.99,53.75,87.25,7,3,5.05,Good
T031,C129,2025-Spring,51.24,7.87,74.34,4.1,94.48,74.11,98.41,9,5,7.54,Good
T019,C149,2025-Spring,80.98,3.07,85.61,4.03,92.36,29.67,83.9,10,4,8.52,Good
T047,C129,2025-Spring,67.38,9.36,86.11,4.33,92.44,60.98,79.73,4,3,7.68,Good
T016,C144,2025-Spring,78.1,6.45,88.77,3.9,88.19,78.16,77.5,6,1,7.21,Good
T005,C116,2024-Spring,74.71,10.0,83.86,5.0,91.6,86.8,94.99,14,3,10.0,Excellent
T035,C144,2025-Spring,97.78,7.67,85.72,4.02,85.8,77.09,78.77,9,6,7.74,Good
T012,C147,2024-Fall,80.47,4.97,81.49,2.56,93.37,49.15,82.03,1,2,5.43,Average
T025,C110,2024-Fall,73.87,4.4,72.24,4.04,87.5,85.49,93.33,17,1,8.54,Good
T021,C130,2024-Spring,59.9,9.81,84.29,4.63,84.39,52.91,90.1,13,3,6.04,Good
T036,C125,2024-Fall,76.21,9.16,92.25,3.54,90.19,79.21,82.34,7,4,5.94,Good
T023,C139,2024-Fall,83.23,10.0,90.15,3.51,80.43,53.41,79.41,9,2,4.93,Good
T016,C120,2025-Spring,74.19,7.52,67.56,3.58,97.37,58.4,96.72,11,1,6.38,Good
T039,C105,2024-Fall,69.94,7.42,87.52,3.46,93.99,55.65,76.07,3,3,5.16,Good
T045,C101,2024-Spring,69.27,6.93,76.07,3.76,91.68,72.08,83.32,12,2,7.84,Good
T042,C130,2025-Spring,80.35,6.51,98.92,4.45,81.88,67.07,72.95,3,7,6.81,Good
T039,C149,2025-Spring,82.59,6.91,88.26,4.76,86.5,77.63,94.51,15,3,4.96,Good
T014,C103,2024-Spring,88.61,7.83,93.96,2.79,90.2,69.72,81.2,10,3,6.88,Good
T031,C145,2025-Spring,65.05,6.23,85.21,3.81,88.68,47.23,79.4,1,6,8.49,Good
T005,C114,2025-Spring,80.26,5.0,84.34,4.15,81.56,74.14,90.29,14,5,9.43,Good
T035,C130,2024-Spring,73.78,7.74,99.96,4.1,83.42,43.57,73.6,6,5,4.32,Good
T023,C150,2025-Spring,74.08,6.2,94.73,4.95,88.58,56.74,90.08,2,5,5.83,Good
T029,C104,2024-Spring,79.02,2.64,86.18,2.99,83.58,64.54,82.12,8,7,5.07,Average
T043,C118,2024-Spring,79.08,8.33,83.0,2.71,96.86,63.5,75.36,1,1,7.53,Good
T011,C137,2024-Fall,80.29,5.84,67.93,5.0,92.47,45.29,77.08,4,4,4.89,Good
T018,C125,2024-Fall,64.43,8.49,88.25,4.38,85.98,90.57,79.53,4,0,8.59,Good
T047,C148,2025-Spring,67.5,8.46,83.74,3.71,95.85,94.72,81.45,5,4,8.81,Good
T012,C101,2025-Spring,89.86,7.93,90.54,4.09,94.84,100.0,75.41,9,6,8.23,Excellent
T009,C146,2024-Spring,72.79,10.0,93.58,4.12,91.44,87.21,87.36,13,2,5.92,Good
T010,C115,2025-Spring,78.06,7.29,97.33,3.7,89.8,64.07,75.2,18,2,6.02,Good
T044,C109,2024-Spring,85.55,7.07,88.37,4.07,88.51,63.81,66.08,17,3,6.32,Good
T017,C115,2024-Spring,79.63,8.53,74.54,4.18,87.3,62.98,100.0,1,2,8.66,Good
T038,C149,2025-Spring,80.47,7.42,63.51,5.0,83.32,99.78,86.58,15,7,4.45,Good
T007,C124,2024-Spring,83.95,9.24,76.75,4.48,97.64,68.27,100.0,2,2,7.58,Excellent
T046,C104,2024-Fall,53.83,5.6,98.33,4.87,87.4,89.04,76.65,16,4,5.6,Good
T013,C112,2025-Spring,70.1,5.62,100.0,3.33,90.14,87.87,88.84,5,3,6.37,Good
T040,C137,2024-Fall,79.69,8.65,82.62,3.83,85.45,72.84,92.16,19,2,8.1,Good
T042,C137,2025-Spring,88.88,5.75,70.39,4.12,88.7,48.23,83.49,5,3,4.73,Good
T009,C143,2024-Spring,75.66,8.41,78.52,3.04,100.0,68.59,73.44,2,2,6.58,Good
T050,C106,2025-Spring,66.55,8.06,96.38,4.59,86.37,72.2,82.88,7,1,6.81,Good
T027,C139,2024-Fall,66.82,6.46,79.09,4.32,97.24,89.17,90.01,3,3,6.94,Good
T002,C146,2024-Spring,83.84,8.05,90.89,3.82,89.86,70.29,89.71,17,3,6.85,Good
T005,C124,2025-Spring,72.82,5.65,86.69,3.91,93.4,51.87,84.99,3,0,7.83,Good
T029,C111,2025-Spring,74.93,6.0,92.1,4.63,96.22,84.82,92.18,13,2,6.32,Good
T037,C113,2025-Spring,81.15,7.14,100.0,3.6,91.36,66.59,91.8,7,3,7.55,Good
T038,C134,2024-Fall,45.98,7.62,90.9,4.65,88.24,31.82,80.81,3,1,7.49,Good
T019,C125,2024-Fall,95.0,7.04,86.47,3.87,89.07,74.87,72.84,15,2,7.43,Good
T008,C107,2025-Spring,67.69,8.15,100.0,4.38,89.24,77.51,86.52,18,5,7.79,Good
T048,C104,2024-Spring,77.42,8.08,88.5,4.04,99.32,57.36,79.03,10,4,7.42,Good
T045,C108,2024-Spring,57.95,9.79,77.07,5.0,82.58,67.12,86.15,7,2,6.87,Good
T001,C120,2024-Fall,70.77,7.36,91.87,3.56,81.15,79.87,95.76,9,3,5.1,Good
T022,C129,2024-Spring,87.45,9.29,89.47,3.71,81.48,74.98,88.5,5,2,9.04,Excellent
T017,C145,2024-Fall,55.84,8.88,81.92,3.25,85.53,46.56,95.37,8,2,9.54,Good
T007,C146,2025-Spring,86.26,10.0,79.82,3.45,93.5,88.8,76.91,14,6,6.46,Good
T025,C110,2024-Fall,72.26,7.31,82.02,4.36,93.81,95.59,93.7,4,2,7.68,Good
T045,C143,2024-Fall,79.87,6.87,79.68,4.8,86.96,62.35,98.41,14,3,6.18,Good
T004,C134,2025-Spring,81.58,9.39,82.34,4.41,89.86,41.35,85.51,12,2,5.92,Good
T036,C126,2024-Spring,79.41,8.08,76.57,4.0,84.42,81.57,100.0,2,3,7.08,Good
T006,C141,2024-Fall,66.35,9.42,88.86,3.55,84.88,59.9,78.14,13,4,10.0,Good
T031,C149,2024-Fall,71.35,8.58,88.11,4.45,92.9,78.03,79.89,1,1,9.39,Good
T019,C103,2025-Spring,60.38,4.34,88.45,3.53,95.24,100.0,90.2,7,2,9.17,Good
T044,C106,2024-Spring,79.92,8.06,84.38,3.33,87.62,46.81,85.44,9,6,7.78,Good
T039,C105,2024-Fall,92.02,7.97,83.22,3.85,98.18,58.05,79.06,17,1,5.62,Good
T027,C105,2025-Spring,56.76,7.7,99.42,2.98,94.83,67.08,89.95,13,1,8.56,Good
T010,C147,2024-Fall,67.38,7.3,85.67,3.31,97.96,89.38,87.84,10,3,2.74,Good
T026,C123,2025-Spring,73.18,5.11,97.64,4.94,88.5,100.0,80.31,16,3,7.59,Good
T019,C149,2024-Spring,76.73,8.81,75.04,3.22,97.6,73.71,86.51,6,1,8.65,Good
T039,C109,2024-Spring,83.79,8.06,90.89,3.41,100.0,45.52,91.07,16,2,7.23,Good
T003,C135,2024-Spring,73.48,9.15,77.65,4.04,87.94,64.82,80.13,11,2,9.49,Good
T045,C120,2024-Spring,71.84,5.19,79.44,4.06,89.23,58.38,89.14,3,3,4.86,Good
T013,C149,2024-Fall,86.03,8.26,80.88,3.88,85.26,80.82,78.06,9,4,9.4,Good
T050,C142,2024-Fall,81.62,7.15,80.25,3.0,84.28,75.65,79.61,15,2,6.76,Good
T028,C135,2024-Spring,80.39,7.72,80.3,4.42,84.34,54.37,93.89,13,4,9.18,Good
T020,C150,2024-Spring,76.13,7.17,97.17,3.78,85.94,57.5,89.91,10,4,8.53,Good
T028,C118,2024-Spring,84.83,8.32,85.45,4.61,91.37,64.6,69.91,13,4,9.27,Excellent
T008,C117,2024-Fall,68.44,7.26,87.25,3.68,86.15,66.41,82.01,17,5,8.46,Good
T041,C124,2024-Spring,67.07,5.92,80.43,4.49,91.22,69.37,88.92,7,4,8.04,Good
T039,C103,2024-Spring,82.46,7.63,93.57,4.65,91.32,70.73,86.11,6,5,9.05,Excellent
T001,C132,2024-Spring,58.75,7.18,88.55,3.77,87.65,88.52,89.95,13,2,7.08,Good
T003,C135,2025-Spring,75.92,7.37,81.91,4.44,89.69,64.06,85.93,17,2,7.9,Good
T013,C138,2024-Spring,71.83,2.72,69.16,3.34,87.36,61.85,83.94,15,5,6.99,Average
T028,C113,2025-Spring,60.94,8.52,87.16,4.13,88.45,49.92,83.69,4,1,5.97,Good
T049,C147,2025-Spring,65.69,7.03,90.76,4.61,85.96,66.64,93.73,15,1,7.79,Good
T025,C125,2024-Spring,73.91,5.48,75.21,4.26,90.42,73.84,90.56,14,1,7.3,Good
T033,C109,2025-Spring,85.34,8.88,82.05,5.0,87.0,44.14,88.24,11,3,8.89,Excellent
T038,C104,2024-Spring,68.47,8.45,90.37,4.29,84.17,64.86,85.71,4,2,6.71,Good
T006,C114,2024-Fall,87.13,7.01,69.29,3.82,92.97,87.4,80.61,3,6,5.86,Good
T044,C137,2024-Fall,75.63,5.77,78.51,5.0,93.14,79.72,82.55,2,1,8.86,Good
T045,C134,2024-Fall,88.1,7.77,88.77,4.82,95.56,75.6,93.52,10,1,7.1,Excellent
T032,C111,2024-Fall,68.96,7.68,96.05,3.2,84.88,79.32,92.76,13,2,5.81,Good
T045,C141,2025-Spring,74.51,8.89,100.0,3.61,87.6,61.39,79.81,18,3,9.08,Good
T047,C103,2024-Spring,78.68,6.83,100.0,3.48,91.15,59.4,85.8,16,3,8.39,Good
T021,C128,2024-Spring,73.2,9.29,86.44,4.32,87.49,89.08,88.99,11,3,9.77,Excellent
T016,C129,2024-Spring,84.53,6.69,80.16,4.29,92.85,82.43,88.47,10,0,6.49,Good
T021,C109,2024-Fall,52.92,5.48,94.23,4.28,92.49,58.81,88.4,9,3,6.28,Good
T011,C103,2024-Fall,99.22,5.8,79.56,3.19,92.4,41.82,76.1,12,3,5.37,Good
T037,C125,2024-Spring,83.58,7.41,77.38,3.68,97.3,59.12,75.63,19,1,6.15,Good
T036,C134,2024-Fall,73.26,7.4,81.95,3.93,93.22,78.15,94.36,1,1,6.42,Good
T035,C112,2024-Spring,69.48,7.99,80.69,3.09,90.77,60.13,97.07,18,2,8.02,Good
T019,C142,2024-Spring,66.34,7.36,89.13,3.56,89.03,74.95,73.15,14,4,5.61,Good
T020,C109,2024-Spring,81.46,8.97,78.98,4.68,89.38,91.3,84.78,1,4,6.0,Good
T018,C115,2024-Spring,84.95,7.11,85.85,3.22,84.68,68.6,91.51,17,5,9.54,Good
T047,C140,2024-Spring,73.37,4.51,100.0,4.73,81.17,73.51,67.37,11,4,2.6,Good
T041,C125,2024-Spring,86.07,7.32,86.22,4.55,92.32,80.27,76.41,15,3,7.72,Good
T049,C105,2024-Spring,65.93,4.49,100.0,3.85,96.12,53.77,84.26,4,0,5.06,Good
T014,C111,2024-Fall,64.16,7.91,97.02,3.68,88.35,58.4,80.22,15,3,5.79,Good
T015,C134,2024-Spring,93.13,9.09,90.92,4.42,97.94,80.89,86.67,14,4,9.14,Excellent
T031,C124,2024-Spring,80.91,6.02,81.46,3.61,89.12,70.55,96.76,1,3,7.11,Good
T001,C115,2024-Fall,88.97,9.63,95.41,3.63,80.23,71.83,78.18,9,3,10.0,Excellent
T003,C138,2024-Fall,66.46,8.76,82.5,3.99,94.59,70.5,85.4,7,1,7.94,Good
T016,C108,2024-Fall,65.76,9.31,84.98,2.93,87.6,84.67,82.24,11,3,5.76,Good
T023,C105,2024-Spring,71.41,7.78,88.3,3.28,95.04,76.54,86.09,2,0,7.84,Good
T011,C148,2025-Spring,66.76,6.01,84.95,3.84,83.61,76.73,85.05,2,4,8.69,Good
T012,C126,2025-Spring,82.05,8.67,77.8,4.24,92.06,88.33,100.0,6,0,7.78,Good
T010,C118,2024-Fall,67.49,6.56,69.73,3.6,86.0,94.1,96.92,19,4,6.68,Good
T032,C106,2025-Spring,63.28,7.68,94.59,3.9,91.01,100.0,72.35,14,4,4.46,Good
T016,C137,2024-Fall,76.42,7.24,90.7,3.19,93.83,61.31,77.8,3,2,6.52,Good
T008,C148,2024-Spring,62.1,9.19,67.79,4.47,92.67,100.0,78.78,7,3,9.5,Good
T038,C113,2025-Spring,57.01,8.6,77.53,4.11,90.35,53.55,75.13,7,3,5.8,Good
T012,C128,2024-Spring,76.33,7.38,86.79,4.15,83.11,99.03,74.05,4,8,6.38,Good
T024,C105,2025-Spring,57.51,4.57,89.43,4.24,93.65,60.49,83.57,5,5,8.49,Good
T028,C113,2024-Spring,82.75,6.55,69.82,4.04,95.16,68.97,79.08,17,3,7.93,Good
T008,C117,2025-Spring,61.05,8.56,84.11,3.76,84.79,70.28,77.87,4,2,5.04,Good
T028,C150,2024-Spring,52.59,7.92,90.4,4.56,85.52,57.0,100.0,13,3,6.84,Good
T036,C140,2024-Spring,72.06,5.25,81.48,4.08,95.37,71.3,79.63,16,3,9.11,Good
T026,C145,2025-Spring,76.45,4.79,87.56,3.92,88.96,57.77,81.45,16,1,7.04,Good
T008,C132,2024-Spring,79.91,7.79,80.12,4.0,85.65,51.48,90.93,2,4,9.15,Good
T050,C129,2024-Spring,76.72,5.91,94.09,3.99,91.36,69.42,81.43,18,8,9.23,Good
T028,C103,2024-Spring,64.41,6.06,77.01,3.91,86.81,93.85,75.67,1,1,5.61,Good
T028,C140,2025-Spring,82.13,8.51,73.58,4.22,90.81,66.19,82.94,18,5,6.56,Good
T037,C134,2025-Spring,84.6,9.3,85.29,3.53,87.93,84.12,100.0,8,5,7.99,Good
T041,C140,2024-Spring,62.94,6.37,70.66,3.57,88.36,57.32,81.15,11,4,4.69,Average
T036,C127,2024-Spring,73.19,7.43,63.95,4.28,95.55,50.75,77.71,15,10,6.67,Good
T027,C113,2025-Spring,72.26,7.39,95.84,3.93,77.66,76.81,88.36,16,5,7.82,Good
T017,C145,2025-Spring,77.2,7.25,75.16,4.49,92.77,96.33,82.55,17,3,6.07,Good
T009,C133,2024-Spring,72.95,7.56,71.66,4.2,94.73,73.13,100.0,17,3,7.88,Good
T033,C106,2024-Spring,74.32,8.63,76.88,3.72,86.89,82.4,78.7,12,2,6.1,Good
T020,C124,2024-Spring,81.42,6.49,76.43,4.29,94.69,92.43,98.87,10,4,6.08,Good
T013,C119,2024-Fall,63.86,5.21,83.58,4.6,85.2,69.45,94.31,6,2,8.12,Good
T028,C116,2025-Spring,82.37,10.0,74.07,4.22,86.7,67.72,81.95,8,2,9.05,Good
T048,C140,2024-Fall,86.41,9.13,89.98,4.33,86.12,77.08,84.97,13,2,5.93,Good
T029,C128,2025-Spring,91.34,5.84,91.46,3.91,94.76,79.75,76.76,2,3,5.18,Good
T013,C133,2025-Spring,53.57,7.7,72.25,4.5,81.28,49.02,80.69,19,5,6.94,Good
T046,C148,2025-Spring,73.17,9.02,78.82,3.71,98.2,74.44,81.89,10,5,7.7,Good
T035,C141,2025-Spring,55.35,8.62,79.77,4.17,88.48,69.99,86.26,4,4,5.92,Good
T006,C113,2025-Spring,50.65,8.19,83.35,5.0,93.07,58.16,73.7,12,6,9.49,Good
T018,C143,2025-Spring,76.44,7.24,95.83,4.27,92.64,68.95,87.49,18,4,6.78,Good
T005,C145,2025-Spring,71.01,10.0,96.4,3.79,90.76,52.52,83.83,7,1,5.91,Good
T047,C125,2024-Fall,78.0,7.83,100.0,3.79,87.0,47.34,88.18,4,6,9.9,Good
T025,C142,2024-Spring,79.86,6.73,62.31,3.96,96.21,71.0,89.38,7,3,8.9,Good
T002,C136,2024-Spring,87.48,8.81,75.76,4.43,87.43,83.53,83.19,10,1,5.91,Good
T010,C127,2024-Fall,75.54,7.64,100.0,4.07,86.34,64.79,88.91,15,3,8.6,Good
T030,C138,2024-Fall,100.0,8.02,66.99,3.68,94.39,55.59,84.3,12,2,6.02,Good
T050,C107,2024-Fall,78.06,7.8,100.0,3.67,90.73,57.92,90.95,1,2,8.15,Good
T045,C105,2024-Fall,93.42,8.25,86.47,4.08,96.79,78.23,87.53,18,4,9.67,Excellent
T005,C143,2025-Spring,51.67,6.03,86.84,4.02,89.69,95.01,86.45,16,3,5.19,Good
T033,C145,2024-Spring,88.5,5.32,72.2,4.23,86.75,81.56,84.18,5,2,6.19,Good
T001,C131,2025-Spring,73.19,9.65,80.49,4.46,91.37,89.51,95.37,19,2,6.23,Good
T018,C123,2024-Spring,55.52,7.87,100.0,5.0,87.76,54.29,88.24,4,2,7.4,Good
T032,C142,2024-Spring,79.21,8.66,84.52,3.27,86.89,68.89,74.43,6,1,7.71,Good
T047,C110,2024-Fall,71.97,4.86,80.56,4.34,94.16,85.28,81.22,17,3,6.87,Good
T049,C132,2025-Spring,80.8,9.1,89.06,4.05,99.16,49.01,83.17,7,3,4.48,Good
T011,C143,2024-Fall,85.11,6.72,83.08,3.08,88.77,60.12,84.99,7,2,5.15,Good
T021,C130,2025-Spring,60.11,6.29,88.45,4.62,85.13,84.13,86.41,9,0,5.67,Good
T026,C139,2024-Spring,85.15,7.4,76.5,4.21,89.23,73.88,77.45,13,2,7.84,Good
T025,C131,2024-Fall,75.06,6.03,84.23,4.4,92.57,55.52,84.46,14,3,4.91,Good
T022,C118,2024-Fall,88.53,7.5,78.59,3.15,91.29,45.54,82.49,16,4,5.63,Good
T027,C136,2024-Spring,72.95,7.3,66.96,3.89,95.97,90.06,93.68,9,4,5.3,Good
T049,C102,2024-Spring,70.3,9.09,89.82,3.46,93.33,39.2,77.04,15,1,7.51,Good
T013,C114,2024-Spring,75.27,9.77,72.66,5.0,84.48,79.49,84.86,5,1,8.7,Good
T033,C113,2024-Fall,76.02,9.72,83.35,4.57,87.53,62.0,79.52,18,2,7.23,Good
T034,C129,2025-Spring,68.37,4.1,94.26,3.66,83.1,85.71,99.9,8,8,9.99,Good
T041,C112,2024-Fall,70.04,6.1,70.02,3.23,95.72,54.37,95.05,15,2,7.23,Good
T035,C139,2025-Spring,62.73,4.09,91.05,4.1,80.04,100.0,71.86,9,8,6.86,Good
T001,C102,2024-Fall,70.65,5.71,82.0,4.55,83.58,76.03,78.63,19,0,5.82,Good
T021,C132,2024-Fall,81.76,6.53,75.33,3.13,87.44,78.51,91.97,6,4,7.3,Good
T048,C113,2024-Spring,73.63,8.12,100.0,3.53,92.82,58.4,88.66,4,3,5.76,Good
T006,C146,2025-Spring,85.09,6.72,84.99,3.45,87.39,68.0,88.41,11,4,5.53,Good
